"";"locus_id";"symbol";"why"
"1";"LOC_Os06g49840";"OsMADS16|SPW1";"MADS expressed in Branch Meristem"
"2";"LOC_Os06g01890";NA;"MADS expressed in Branch Meristem"
"3";"LOC_Os03g08754";"OsMDP1";"MADS expressed in Branch Meristem"
"4";"LOC_Os03g03100";NA;"MADS expressed in Branch Meristem"
"5";"LOC_Os08g02070";"OsMADS26";"MADS expressed in Branch Meristem"
